comment,hospital,star,rating,sentiment,cleaned_comment
Ko có chỗ đỗ xe ô tô! Bvien cấm ko cho xe vào trong,Bệnh viện Tâm Thần Hải Phòng,3 sao,"4,0",Trung tính,không có chỗ đỗ xe ô tô! bvien cấm không cho xe vào truyền
"Bệnh viện khang trang sạch sẽ. Con mình nằm viện khoa Hô hấp được các bác sĩ , y tá chăm sóc rất nhiệt tình, con trộm vía nhanh khỏi. Các cô ở đây rất thân thiện mà tâm lý với trẻ bé lắm.",Bệnh viện Quốc tế Sản Nhi Hải Phòng,5 sao,"3,3",Tốt,"bệnh viện khang trang sạch sẽ. con mình nằm viện khoa hô hấp được các bác sĩ , y tá chăm sóc rất nhiệt tình, con trộm vía nhanh khỏi. các cô ở đây rất thân thiện mà tâm lý với trẻ bé lắm."
"Bv rất tốt về dịch vụ và ch sóc bệnh nhân tại bv . Phương pháp điều trị tốt .
Điều dưỡng và bác sĩ chăm sóc nhiệt tình.",Bệnh viện Quốc tế City,5 sao,"4,2",Tốt,"bệnh viện rất tốt về dịch vụ và ch sóc bệnh nhân tại bệnh viện . phương pháp điều trị tốt .
điều dưỡng và bác sĩ chăm sóc nhiệt tình."
Tuyệt vời,Bệnh Viện Mắt Quốc Tế Việt - Nga Hải Phòng,5 sao,"5,0",Tốt,tuyệt vời
Chất lượng hành đầu tại khu vực Tây Nguyên,Phòng khám Nội soi tiêu hóa Bệnh viện Đại học Y Dược Buôn Ma Thuột (BUH),5 sao,"5,0",Tốt,chất lượng hành đầu tại khu vực tây nguyên
"Tôi rất hài lòng với chất lượng dịch vụ tại bệnh viện. Các bác sĩ và nhân viên y tế rất chuyên nghiệp và tận tâm. Họ đã lắng nghe và giải thích rõ ràng về tình trạng sức khỏe của tôi, giúp tôi cảm thấy yên tâm hơn rất nhiều. Bệnh viện có cơ …",Bệnh Viện Quốc Tế Thái Nguyên,5 sao,"3,0",Tốt,"tôi rất hài lòng với chất lượng dịch vụ tại bệnh viện. các bác sĩ và nhân viên y tế rất chuyên nghiệp và tận tâm. họ đã lắng nghe và giải thích rõ ràng về tình trạng sức khỏe của tôi, giúp tôi cảm thấy yên tâm hơn rất nhiều. bệnh viện có cơ …"
"Tốt, cảm giác đến khám bệnh ở đây được nhân viên chăm sóc tận tình lắm nha. Bác sĩ thì nhẹ nhàng, tư vấn chi tiết. Nhân viên ai cũng vui vẻ",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4",Tốt,"tốt, cảm giác đến khám bệnh ở đây được nhân viên chăm sóc tận tình lắm nha. bác sĩ thì nhẹ nhàng, tư vấn chi tiết. nhân viên ai cũng vui vẻ"
"Giá khá đắt ( gấp 1,5-2 lần bv công). Hay tư vấn làm mập mờ các dịch vụ không cần thiết, không có trong bảo hiểm ( xn máu…) nhưng khi hỏi thì y ta nói là để bác sĩ kiểm tra các vấn đề về máu đề quyết định kê đơn thuốc. Nhưng chưa trả kết …",Bệnh Viện Đa Khoa Quốc Tế,3 sao,"3,3",Trung tính,"giá khá đắt ( gấp 1,5-2 lần bệnh viện công). hay tư vấn làm mập mờ các dịch vụ không cần thiết, không có truyền bảo hiểm ( xn máu…) nhưng khi hỏi thì y ta nói là để bác sĩ kiểm tra các vấn đề về máu đề quyết định kê đơn thuốc. nhưng chưa trả kết …"
Bệnh viện sạch sẽ nhân viên bác si làm việc có tâm rất nhiệt tình.tai mũi họng mọi người nên đến đây,Bệnh viện Tai Mũi Họng,5 sao,"4,3",Tốt,bệnh viện sạch sẽ nhân viên bác sinh lý làm việc có tâm rất nhiệt tình.tai mũi họng mọi người nên đến đây
bàn nhận bệnh nhân nhiệt tình chu đáo đáng cho 5 sao,Bệnh viện ung bướu Cần Thơ cơ sở 2,5 sao,"3,4",Tốt,bàn nhận bệnh nhân nhiệt tình chu đáo đáng cho 5 sao
"Bệnh viện sạch sẽ, bác sĩ kinh nghiệm, cơ sở kỹ thuật hiện đại.",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,4 sao,"3,4",Tốt,"bệnh viện sạch sẽ, bác sĩ kinh nghiệm, cơ sở kỹ thuật hiện đại."
"Tuy csvc còn cũ nhưng làm việc nhanh. Bác sĩ, y tá gần gũi. Khám khá nhanh.",Bệnh Viện Giao Thông Vận Tải Huế,4 sao,"3,6",Tốt,"tuyến csvc còn cũ nhưng làm việc nhanh. bác sĩ, y tá gần gũi. khám khá nhanh."
Nay em viết tóm tắt để anh chị nắm được quy trình. Lưu ý là không nghe cò mồi nhé. Anh chị đến cổng ở 26 Lý Thái Tổ. Thường 4h-4h30 họ sẽ mở cửa để mình đi vào trong bấm số. …,Viện Sốt Rét Ký Sinh Trùng Côn Trùng Quy Nhơn,4 sao,"3,4",Tốt,nay em viết tóm tắt để anh chị nắm được quy trình. lưu ý là không nghe cò mồi nhé. anh chị đến cổng ở 26 lý thái tổ. thường 4h-4h30 họ sẽ mở cửa để mình đi vào truyền bấm số. …
"Nhân viên không có trách nhiệm với công việc.
Khách tới thì hai bạn túm lại nói chuyện, một bảo thì ngồi nói trỏng trơ.
Kỹ thuật viên thì mặt lầm lì khó chịu. …",Bệnh viện Mắt Sài Gòn Đà Lạt,1 sao,"4,6",Tệ,"nhân viên không có trách nhiệm với công việc.
khách tới thì hai bạn túm lại nói chuyện, một bảo thì ngồi nói trỏng trơ.
kỹ thuật viên thì mặt lầm lì khó chịu. …"
"Dịch vụ quá tệ
Đội ngũ nhân viên bác sĩ y tá hết sức tệ với bệnh nhân
Cơ sở hạ tầng thấp kém xuống cấp …",Bệnh Viện Đa Khoa Huyện Thăng Bình,1 sao,"1,7",Tệ,"dịch vụ quá tệ
đội ngũ nhân viên bác sĩ y tá hết sức tệ với bệnh nhân
cơ sở hạ tầng thấp kém xuống cấp …"
"Vấn đề chuyên môn mình không đánh giá, chỉ đánh giá về dịch vụ và cơ sở vật chất. Nhân viên nhiệt tình, nhưng 1 số là giả vờ. Làm việc chưa thật sự nghiêm túc. 1 vài nhân viên còn đùa giỡn trước bệnh nhân. Cơ sở vật chất ổn, nhưng nhân viên …",Mắt Sài Gòn Lê Thị Riêng,3 sao,"4,7",Trung tính,"vấn đề chuyên môn mình không đánh giá, chỉ đánh giá về dịch vụ và cơ sở vật chất. nhân viên nhiệt tình, nhưng 1 số là giả vờ. làm việc chưa thật sự nghiệm túc. 1 vài nhân viên còn đùa giỡn trước bệnh nhân. cơ sở vật chất ổn, nhưng nhân viên …"
Bác sĩ nào cũng thái độ ..,Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9",Tệ,bác sĩ nào cũng thái độ ..
"Mình khám Sức khỏe tổng quát cho cha mình.
Lưu ý: cò mồi rất nhiều ở bên trong BV lẫn bên ngoài, chỉ nên hỏi nhân viên BV hoặc bảo vệ (mặc đồng phục). Ai hỏi gì lắc đầu. Chỉ nói chuyện với bảo vệ hoặc …",Trung tâm Medic Hòa Hảo,5 sao,"2,3",Tốt,"mình khám sức khỏe tổng quát cho cha mình.
lưu ý: cò mồi rất nhiều ở bên truyền bệnh viện lẫn bên ngoài, chỉ nên hỏi nhân viên bệnh viện hoặc bảo vệ (mặc đồng phục). ai hỏi gì lỗi đầu. chỉ nói chuyện với bảo vệ hoặc …"
"Phòng khám mới xây dựng sạch sẽ, ngăn nắp đầy đủ trang thiết bị, dịch vụ",Phòng khám đa khoa Bắc Diễn Châu,5 sao,"4,8",Tốt,"phòng khám mới xây dựng sạch sẽ, ngăn nắp đầy đủ trang thiết bị, dịch vụ"
"Dịch vụ rất tốt, nác sĩ thân thiện nhiệt tình, phòng rộng và thoáng mát, nhất là khoa sản.",Bệnh viện đa khoa Phủ Diễn,5 sao,"3,1",Tốt,"dịch vụ rất tốt, nác sĩ thân thiện nhiệt tình, phòng rộng và thoáng mát, nhất là khoa sản."
Thiếu tôn trọng bệnh nhân và người nhà bệnh nhân,Bệnh viện Nhi tỉnh Gia Lai,1 sao,"3,1",Tệ,thiếu tôn trọng bệnh nhân và người nhà bệnh nhân
Thực sự tình trạng quá tải là chuyện bình thường và việc đưa đón bệnh nhân từ chỗ nào khác qua bệnh viện cũng làm cho bệnh viện càng đông hơn! Bệnh viện cần phải bố trí và xử lý để cải thiện chất lượng …,Bệnh viện Chuyên Khoa Ngoại Thần Kinh Quốc Tế,3 sao,"3,6",Trung tính,thực sự tình trạng quá tải là chuyện bình thường và việc đưa đón bệnh nhân từ chỗ nào khác qua bệnh viện cũng làm cho bệnh viện càng đông hơn! bệnh viện cần phải bố trí và xử lý để cải thiện chất lượng …
"Tốt, cơ sở hiện đại",Bệnh Viện Điều Dưỡng Và Phục Hồi Chức Năng Thừa Thiên Huế,5 sao,"4,1",Tốt,"tốt, cơ sở hiện đại"
"Đúng là chuyên môn bệnh viện tỉnh thì tốt nhất trong tỉnh rồi nhưng thật sự quá đông, chị mình đi đẻ dịch vụ rồi mà còn tệ, vì đông quá nên k kịp dọn ra hải nằm lên đống máu của người trước đẻ :( nhìn hãi nhưng thật sự k dám đẻ tư vì sợ lỡ có chiyeenj gì cũng phải chuyển tuyến",Trung Tâm Dịch Vụ Y Tế - Bệnh viện Đa khoa tỉnh Khánh Hòa,1 sao,"3,1",Tệ,"đúng là chuyên môn bệnh viện tỉnh thì tốt nhất truyền tỉnh rồi nhưng thật sự quá đông, chị mình đi đẻ dịch vụ rồi mà còn tệ, vì đông quá nên không kịp dọn ra hải nằm lên đống máu của người trước đẻ :( nhìn hãi nhưng thật sự không dám đẻ tư vì sợ lỡ có chiyeenj gì cũng phải chuyển tuyến"
Nghe đâu bệnh viện đang có chính sách thu hút dành cho bác sĩ,Bệnh viện Đa khoa khu vực miền núi phía Bắc Quảng Nam,4 sao,"3,3",Tốt,nghe đâu bệnh viện đang có chính sách thu hút dành cho bác sĩ
"Bác sĩ P23 thăm khám chu đáo,nhiệt tình,tư vấn dặn dò ân cần,tự tin trong lĩnh vực chuyên môn.
Dịch vụ cải thiện rất tốt so với các năm trước. Khuôn viên rộng rãi,bãi xe khá …",Bệnh viện Đa khoa tỉnh Cà Mau,4 sao,"2,8",Tốt,"bác sĩ p23 thăm khám chu đáo,nhiệt tình,tư vấn dặn dò ân cần,tự tin truyền lĩnh vực chuyên môn.
dịch vụ cải thiện rất tốt so với các năm trước. khuôn viên rộng rãi,bãi xe khá …"
"Khám Cho Ba tại lầu 2 thấy đúng chuẩn BV Quốc Tế luôn. Sạch sẽ , ân cần.
Ba Tôi: Đoàn Thanh Tùng ở Thốt Nốt-Cần Thơ.",Bệnh viện Đa khoa Quốc Tế S.I.S Cần Thơ,5 sao,"4,4",Tốt,"khám cho báo cáo tại lầu 2 thấy đúng chuẩn bệnh viện quốc tế luôn. sạch sẽ , ân cần.
báo cáo tôi: đoàn thanh tùng ở thốt nốt-cần thơ."
"Bệnh viện ""đỉnh ""quá à :)))) người ta đánh giá 1 sao là do bệnh viện tệ thật chứ ở đó trả lời người ta bảo tài khoản ảo.
Trải nghiệm rồi mới biết bên bệnh viện tệ đó chứ. Chỉ biết moi tiền bệnh nhân mà bệnh nhân không đỡ lên được nè 🤌 …",Bệnh viện Tim Tâm Đức,1 sao,"3,9",Tệ,"bệnh viện ""đỉnh ""quá à :)))) người ta đánh giá 1 sao là đo bệnh viện tệ thật chứ ở đó trả lời người ta bảo tài khoản ảo.
trải nghiệm rồi mới biết bên bệnh viện tệ đó chứ. chỉ biết mới tiền bệnh nhân mà bệnh nhân không đỡ lên được nè 🤌 …"
"Mang tiếng bệnh viện lớn,  khám thì chậm trễ,  9h kém rồi mà bác sỹ còn chưa đi khám cho bệnh nhân.....",Bệnh viện Đa khoa Khu vực Tây Bắc GENERAL HOSPITAL,1 sao,"3,2",Tệ,"mang tiếng bệnh viện lớn,  khám thì chậm trễ,  9h kém rồi mà bác sỹ còn chưa đi khám cho bệnh nhân....."
Khám chính xát nhưng có điều bs nói chuyện riên hoi bị nhiều và còn để bệnh nhân chờ trong những cuộc trò chuyện đó.,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,5 sao,"3,6",Tốt,khám chính xát nhưng có điều bác sĩ nói chuyện riên hơi bị nhiều và còn để bệnh nhân chờ truyền những cuộc trò chuyện đó.
"Hôm nay 15/12 mình đến khám, cảm thấy rất không hài lòng với thái độ và cách làm việc của bảo vệ và nhân viên lễ tân. Bảo vệ thì không hướng dẫn khách để xe, nhân viên lễ tân thì có thái độ khinh thường khách hàng, đùn đẩy trách nhiệm. Nói chung là tệ và sẽ không bao giờ quay lại.",Bệnh viện Đa khoa Hà Thành,1 sao,"2,8",Tệ,"hôm nay 15/12 mình đến khám, cảm thấy rất không hài lòng với thái độ và cách làm việc của bảo vệ và nhân viên lễ tân. bảo vệ thì không hướng dẫn khách để xe, nhân viên lễ tân thì có thái độ khinh thường khách hàng, đùn đẩy trách nhiệm. nói chung là tệ và sẽ không bao giờ quay lại."
"Heo hút, cũ kỹ",Bệnh Viện Lao & Bệnh Phổi Tỉnh Quảng Ngãi,2 sao,"3,1",Tệ,"heo hút, cũ kỹ"
"Phòng 4  có 2 bàn bàn đầu tiên có bác rất nhiệt tình 10đ, còn chú dưới hình cư sử thiếu lịch sự, nói nạt nộ không có chủ ngữ vị ngữ gì hết …",Bệnh viện Lao và Bệnh phổi Khánh Hòa,1 sao,"3,0",Tệ,"phòng 4  có 2 bàn bàn đầu tiên có bác rất nhiệt tình 10đ, còn chú dưới hình cư xử thiếu lịch sự, nói nạt nộ không có chủ ngữ vị ngữ gì hết …"
nằm giao nhau giửa đường trần bình trọng và đường tránh 9D,Bệnh viện Chuyên khoa Lao và Bệnh Phổi Quảng Trị,4 sao,"4,0",Tốt,nằm giao nhau giửa đường trần bình trọng và đường tránh 9d
Phòng 507.Tầng 5. Ko ghi chú trên bảng bs và điều dưỡng nào trực. Có người đau lên cơn sốt tìm ko thấy bóng dáng 1 ai.,Bệnh Viện Đa Khoa Minh Thiện,1 sao,"2,9",Tệ,phòng 507.tầng 5. không ghi chú trên bảng bác sĩ và điều dưỡng nào trực. có người đau lên cơn sốt tìm không thấy bóng dáng 1 ai.
"Quá tệ, dịch vụ không hề tốt, lấy giá đắt, bác sĩ tư vấn thái độ",Bệnh viện Kiến An,1 sao,"4,3",Tệ,"quá tệ, dịch vụ không hề tốt, lấy giá đắt, bác sĩ tư vấn thái độ"
Cơ sở mới. Y bác sĩ khám kỹ. Đợt rồi dẫn bà đi mổ tại đây . Từ mắt không thấy gì đi đâu con cháu củng phải dìu đi nay mổ xong mắt đã sáng. Đã tự sinh hoạt được .thật lòng cảm ơn bv rất nhiều. Chúc bv ngày càng phát triển và giúp nhiều người mắt sáng hơn nữa,Bệnh viện Mắt Bình Thuận,5 sao,"4,9",Tốt,cơ sở mới. y bác sĩ khám kỹ. đợt rồi dẫn bà đi phẫu thuật tại đây . từ mắt không thấy gì đi đâu con cháu cũng phải dìu đi nay phẫu thuật xong mắt đã sáng. đã tự sinh hoạt được .thật lòng cảm ơn bệnh viện rất nhiều. chúc bệnh viện ngày càng phát triển và giúp nhiều người mắt sáng hơn nữa
"Quốc tế cũng chỉ là cái tên 😥, xe ô tô thì cho vào gửi còn xe máy thì phải gửi ngoài vỉa hè hoặc qua bên bãi trung ương gửi nghe thì sang nhưng mik thấy còn thua trung ương nhìu, lần đầu đến thăm người thân ở bv đó đi bằng xe điện ko biết …",Bệnh Viện Quốc Tế Huế,1 sao,"3,0",Tệ,"quốc tế cũng chỉ là cái tên 😥, xe ô tô thì cho vào gửi còn xe máy thì phải gửi ngoài vỉa hè hoặc qua bên bãi trung ương gửi nghe thì sang nhưng mik thấy còn thua trung ương nhiều, lần đầu đến thăm người thân ở bệnh viện đó đi bằng xe điện không biết …"
"Mọi thứ công khai , minh bạch cho dân đc biết ntn là tốt",Bệnh viện phổi TW (cổng 2),4 sao,"3,5",Tốt,"mọi thứ công khai , minh bạch cho dân được biết nội trang là tốt"
"P/s: Đã đi tái khám lần 2, lần này có kinh nghiệm rồi nên đi cũng dễ dàng hơn, khám bsi khác thấy cũng nhẹ nhàng chi tiết nên sửa từ 1 sao lên 3 sao. …",Bệnh Viện Phụ Sản Trung Ương,3 sao,"2,4",Trung tính,"p/sao: đã đi tái khám lần 2, lần này có kinh nghiệm rồi nên đi cũng dễ dàng hơn, khám bsi khác thấy cũng nhẹ nhàng chi tiết nên sửa từ 1 sao lên 3 sao. …"
Dịch vụ tốt nhân viên nhiệt tình vui vẽ ..nhưng bác sỉ thăm khám bên tai mũi họng thì giống như chạy đua với thời gian vậy ..thăm khám khoản 10s xong qua x quang có kết quả cầm lên 3s XONG NÓI MÌNH BỊ ĐAU THẦN KINH LIÊN SƯỜN trong khi mình …,Phòng Khám Đa Khoa Võ Thành Lợi,1 sao,"4,0",Tệ,dịch vụ tốt nhân viên nhiệt tình vui vẽ ..nhưng bác sỉ thăm khám bên tai mũi họng thì giống như chạy đua với thời gian vậy ..thăm khám khoản 10s xong qua x quang có kết quả cầm lên 3s xong nói mình bị đau thần kinh liên sườn truyền khi mình …
"Khu B mới chỉnh trang, rất sạch sẽ và ít người. Như vậy là VIP lắm r.",Bệnh Viện Đa Khoa Minh Thiện,4 sao,"2,9",Tốt,"khu b mới chỉnh trang, rất sạch sẽ và ít người. như vậyậy là vip lắm r."
"Bệnh viện khang trang sạch sẽ, mình đưa người nhà đi khám vào thứ 7 còn được nghe nhạc nữa. Đội ngũ phục vụ chuyên môn rất chuyên nghiệp, tận tình",Mắt Sài Gòn Đường Láng (Bệnh viện Mắt Sài Gòn Hà Nội I),5 sao,"4,4",Tốt,"bệnh viện khang trang sạch sẽ, mình đưa người nhà đi khám vào thứ 7 còn được nghe nhạc nữa. đội ngũ phục vụ chuyên môn rất chuyên nghiệp, tận tình"
Bệnh viện Công an tỉnh Cà Mau,Bệnh viện Công An Tỉnh Cà Mau,5 sao,"4,2",Tốt,bệnh viện công an tỉnh cà máu
E đã từng khám thai và sanh ngây bệnh viện này. Đội ngũ bác sĩ y tá rất ok ạ.,Bệnh viện Phụ sản TP. Cần Thơ,5 sao,"3,9",Tốt,em đã từng khám thai và sanh ngây bệnh viện này. đội ngũ bác sĩ y tá rất được ạ.
"Bs. Oanh khoa phổi là bs điều trị cho ông của mình, ông bị viêm phổi nặng và cần phải tìm nguyên nhân viêm phổi, lúc chụp CT thì có thấy một khối bất thường ở phổi nhưng không xác định được là gì và cần phải làm nội soi, nhưng bs Oanh chưa …",Bệnh viện Trung Ương Huế,1 sao,"3,5",Tệ,"bác sĩ. oanh khoa phổi là bác sĩ điều trị cho ông của mình, ông bị viêm phổi nặng và cần phải tìm nguyên nhân viêm phổi, lúc chụp chữa trị thì có thấy một khối bất thường ở phổi nhưng không xác định được là gì và cần phải làm nội soi, nhưng bác sĩ oanh chưa …"
"Phòng bệnh sạch sẽ, yên tĩnh, y tá, bác sĩ chăm sóc nhiệt tình",Bệnh Viện Phục Hồi Chức Năng Tỉnh Lâm Đồng,4 sao,"4,1",Tốt,"phòng bệnh sạch sẽ, yên tĩnh, y tá, bác sĩ chăm sóc nhiệt tình"
"Khoa Ngoại Thần Kinh- Lồng Ngực Bệnh Viện Kiến An- Hải Phòng là một trong những khoa đầu ngành về điều trị và phẫu thuật các bệnh lý về: sọ não, cột sống và lồng ngực. Với đội ngũ y bác sĩ được đào tạo từ bệnh viện Chợ Rẫy, Việt Đức, 103, …",Bệnh viện Kiến An,5 sao,"4,3",Tốt,"khoa ngoại thần kinh- lồng ngực bệnh viện kiến an- hải phòng là một truyền những khoa đầu ngành về điều trị và phẫu thuật các bệnh lý về: sọ não, cột sống và lồng ngực. với đội ngũ y bác sĩ được đào tạo từ bệnh viện chợ rẫy, việt đức, 103, …"
"Cảm ơn cán bộ  y bác sĩ  điều dưỡng , khoa hồi sức nhiệt tình tận tâm <3",Phòng Công tác xã hội - Bệnh viện Chợ Rẫy,5 sao,"4,7",Tốt,"cảm ơn cán bộ  y bác sĩ  điều dưỡng , khoa hồi sức nhiệt tình tận tâm yêu"
Cố gắng sống khỏe,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,1 sao,"3,5",Tệ,cố gắng sống khỏe
"Bà mình đi mổ mắt ở đây, cắ chỉ 3 lần vẫn sót chỉ.mẹ kiếp",Bệnh viện Mắt Thái Nguyên,1 sao,"3,9",Tệ,"bà mình đi phẫu thuật mắt ở đây, cắ chỉ 3 lần vẫn sót chỉ.mẹ kiếp"
Tốt,Phòng Khám Thú Y: BSTY Toàn,5 sao,"4,4",Tốt,tốt
"chữa trị bệnh phổi, lao, bệnh viện rất sạch sẽ",Bệnh Viện Phổi Tỉnh Bình Thuận,5 sao,"3,6",Tốt,"chữa trị bệnh phổi, lao, bệnh viện rất sạch sẽ"
Con mình viêm Phổi lần đầu nằm Bệnh viện Nhi trải nghiệm điều trị củng như dịch vụ rất tốt. Sau đó 1 tháng Mình cho con 8th cấp cứu lại trong tình trạng khó thở suy hô hấp mà các bác sĩ tại khoa cấp cứu lại bắt qua khám và được cấp thuốc về …,Bệnh viện Nhi tỉnh Lâm Đồng,2 sao,"3,0",Tệ,con mình viêm phổi lần đầu nằm bệnh viện nhi trải nghiệm điều trị cũng như dịch vụ rất tốt. sau đó 1 tháng mình cho con 8th cấp cứu lại truyền tình trạng khó thở suy hô hấp mà các bác sĩ tại khoa cấp cứu lại bắt qua khám và được cấp thuốc về …
"Phòng khám đầy đủ dịch vụ, mình thường xuyên làm xét nghiệm kiểm tra sức khoẻ ở đây",Phòng khám Đa khoa Bác Toản,5 sao,"5,0",Tốt,"phòng khám đầy đủ dịch vụ, mình thường xuyên làm xét nghiệm kiểm tra sức khỏe ở đây"
"Yêu cầu Ban lãnh đạo làm việc lại với đội ngũ bác sĩ nhé.
Gđ tôi khám ở đây từ đầu thai kỳ, bsi tư vẫn cực kỳ thiếu trách nhiệm, ko theo 1 quy trình cụ thể nào, cứ đưa cái bản catalog là xong …",Phòng Khám Đa khoa Đinh Trọng Sơn,3 sao,"4,1",Trung tính,"yêu cầu ban lãnh đạo làm việc lại với đội ngũ bác sĩ nhé.
gđ tôi khám ở đây từ đầu thai kỳ, bsi tư vẫn cực kỳ thiếu trách nhiệm, không theo dõi 1 quy trình cụ thể nào, cứ đưa cái bản catalog là xong …"
"Trước thấy tệ giờ vẫn vậy. Khám phụ khoa mà bác sĩ k đeo bao tay. Thao tác thì thô bạo.K đảm bảo vệ sinh, dễ lây bệnh. Đề nghị bệnh viện xem xét lại.",Bệnh viện Đa khoa Khu vực Tây Bắc GENERAL HOSPITAL,1 sao,"3,2",Tệ,"trước thấy tệ giờ vẫn vậy. khám phụ khoa mà bác sĩ không đeo bao tay. thao tác thì thô bạo.không đảm bảo vệ sinh, dễ lây bệnh. đề nghị bệnh viện xem xét lại."
Cắt bqd công nghệ Hàn Quốc không để lại sẹo...mà 2019 đến giờ vẫn còn đường sẹo cắt..,Bệnh viện Nam học Sài Gòn,1 sao,"3,0",Tệ,cắt bqd công nghệ hàn quốc không để lại sẹo...mà 2019 đến giờ vẫn còn đường sẹo cắt..
"Lần đầu trải nghiệm cho vợ sanh ở bệnh viện 22-12 cảm nhận của mình thấy chất lượng phục vụ ở đây rất tốt , yên tĩnh , sạch sẽ thoáng mát . Đội ngũ bác sĩ y tá rất nhiệt tình 5 sao cho bệnh viện này 1 trải nghiệm dịch vụ quá ok",Bệnh viện 22-12,5 sao,"3,6",Tốt,"lần đầu trải nghiệm cho vợ sanh ở bệnh viện 22-12 cảm nhận của mình thấy chất lượng phục vụ ở đây rất tốt , yên tĩnh , sạch sẽ thoáng mát . đội ngũ bác sĩ y tá rất nhiệt tình 5 sao cho bệnh viện này 1 trải nghiệm dịch vụ quá được"
"bệnh viện Tâm thần Bình Định, chuyên điều trị các hội chứng và bệnh lý về thần kinh",Bệnh viện tâm thần tỉnh Bình Định.,5 sao,"4,2",Tốt,"bệnh viện tâm thần bình định, chuyên điều trị các hội chứng và bệnh lý về thần kinh"
"Né xa nhé, làm tiền số 1. Bệnh chả có gì về cổ chân ko chụp X mà bắt chụp MRI. Xong hù đau này đau nọ, đứt dây chằng phải vào chợ rẫy phẩu thuật giá 40tr. Tôi ra ngoài phòng khám chụp X lại thì chẩn đoán bong gân, băng bó vài ngày sau khoẻ. Tay nghề các bác quá cao!",Bệnh Viện Đa Khoa AN PHƯỚC,1 sao,"3,4",Tệ,"né xa nhé, làm tiền số 1. bệnh chả có gì về cổ chân không chụp x mà bắt chụp chụp cộng hưởng từ. xong hù đau này đau nọ, đứt dây chằng phải vào chợ rẫy phẩu thuật giá 40tr. tôi ra ngoài phòng khám chụp x lại thì chẩn đoán bong gân, bằng bó vài ngày sau khỏe. tay nghề các bác quá cao huyết áp!"
"Bệnh viện sạch sẽ, hành lang đều có điều hoà mát mẻ. Đi vào đầu tuần thì rất đông. May mắn là gia đình mình đi hôm t6, thấy mn bảo là ít hơn bt nhưng m thấy cũng khá đông. Đoạn đường từ cổng vào khu khám yc của bv khá xa.",Bệnh Viện Ung Bướu Hà Nội,5 sao,"3,7",Tốt,"bệnh viện sạch sẽ, hành lang đều có điều hoà mát mẻ. đi vào đầu tuần thì rất đông. máy mắn là gia đình mình đi hôm t6, thấy mọi người bảo là ít hơn biết nhưng mình thấy cũng khá đông. đoạn đường từ cổng vào khu khám yc của bệnh viện khá xa."
"Bệnh viện tốt, người nhà và bệnh nhân rất đông. Đội ngũ y bác sĩ tận tâm và cơ sở vật chất hiện đại. Quy trình khám chữa bệnh nhanh chóng, nhưng cần cải thiện thêm về thời gian chờ đợi ở một số khu vực.",Bệnh viện Đại học Y Dược TP.HCM,5 sao,"3,3",Tốt,"bệnh viện tốt, người nhà và bệnh nhân rất đông. đội ngũ y bác sĩ tận tâm và cơ sở vật chất hiện đại. quy trình khám chữa bệnh nhanh chóng, nhưng cần cải thiện thêm về thời gian chờ đợi ở một số khu vực."
Được rồi,Phòng Khám Da Liễu Phạm Nữ Bích Hợp,5 sao,"4,0",Tốt,được rồi
"Bệnh viện tệ nhất mà t từng biết, điều dưỡng y tá thiếu đạo đức hướng dẫn và ăn nói kém duyên. Nên giải thể đi, 1 thành phố lớn mà có bệnh viện như này thì quá nhục",Bệnh Viện Phạm Ngọc Thạch,1 sao,"2,3",Tệ,"bệnh viện tệ nhất mà tôi từng biết, điều dưỡng y tá thiếu đạo đức hướng dẫn và ăn nói kém duyên. nên giải thể đi, 1 thành phố lớn mà có bệnh viện như này thì quá nhục"
Nằm trên tuyến đường quan trọng. Thuận tiện cho công tác cấp cứu và chữa bệnh.,Bệnh viện Việt An - cơ sở Cầu Khuôn,5 sao,"3,8",Tốt,nằm trên tuyến đường quan trọng. thuận tiện cho công tác cấp cứu và chữa bệnh.
"280k cho 1 lần khám với bs thảo cộng cả thời gian bác sĩ xem kết quả xét nghiệm máu của mình, không đến 5p trong căn phòng đó. Không máy móc chuyên khoa bs soi đèn vào mặt mình 3s rồi kê trứng cá qua loa. Nói chung là, tốn tiền tốn thời gian mà không ra bệnh",Bệnh viện Da Liễu Trung Ương,1 sao,"4,2",Tệ,"280k cho 1 lần khám với bác sĩ thảo cộng cả thời gian bác sĩ xem kết quả xét nghiệm máu của mình, không đến 5p truyền căn phòng đó. không máy móc chuyên khoa bác sĩ soi đèn vào mặt mình 3s rồi kê trứng cá qua loa. nói chung là, tốn tiền tốn thời gian mà không ra bệnh"
